>NM_000138.5	P35555.4	100.000	2871	0	0	92	2962	1	2871	0.0	5763	2962	2871
>NM_000138.5	P98133.2	97.840	2871	62	0	92	2962	1	2871	0.0	5670	2962	2871
>NM_000138.5	Q9TV36.1	96.935	2871	88	0	92	2962	1	2871	0.0	5614	2962	2871
>NM_000138.5	Q61554.2	96.241	2873	106	1	92	2962	1	2873	0.0	5514	2962	2873
>NM_000138.5	Q61555.2	68.439	2877	872	19	106	2962	47	2907	0.0	4039	2962	2907
>NM_000138.5	P35556.3	68.366	2883	869	18	106	2962	47	2912	0.0	4023	2962	2912
>NM_000138.5	Q75N90.3	59.141	2888	1075	23	92	2961	8	2808	0.0	3481	2962	2809
>NM_000138.5	Q14766.4	31.117	1173	627	41	924	1930	539	1696	3.22e-132	463	2962	1721
>NM_000138.5	Q14766.4	32.365	1171	625	45	896	1984	624	1709	4.58e-126	444	2962	1721
>NM_000138.5	Q14766.4	28.883	1236	663	45	273	1373	555	1709	1.68e-102	370	2962	1721
>NM_000138.5	Q14766.4	33.104	873	469	29	1931	2728	864	1696	2.40e-100	364	2962	1721
>NM_000138.5	Q14766.4	33.176	847	465	31	1328	2095	872	1696	3.67e-90	331	2962	1721
>NM_000138.5	Q14766.4	34.691	712	358	25	1684	2365	902	1536	1.38e-82	307	2962	1721
>NM_000138.5	Q14766.4	30.875	949	486	36	898	1785	873	1712	5.83e-82	305	2962	1721
>NM_000138.5	Q14766.4	30.512	898	476	33	789	1620	848	1663	2.59e-70	267	2962	1721
>NM_000138.5	Q14766.4	28.947	950	497	33	1451	2336	870	1705	2.48e-67	257	2962	1721
>NM_000138.5	Q14766.4	30.038	789	437	26	2006	2765	611	1313	1.53e-64	248	2962	1721
>NM_000138.5	Q14766.4	32.871	721	355	28	2054	2724	852	1493	9.40e-63	242	2962	1721
>NM_000138.5	Q14766.4	32.554	599	335	23	2217	2765	914	1493	7.44e-51	203	2962	1721
>NM_000138.5	Q14766.4	38.176	296	171	10	2489	2777	869	1159	5.03e-37	158	2962	1721
>NM_000138.5	Q14766.4	28.898	481	250	18	2364	2771	609	1070	3.19e-36	155	2962	1721
>NM_000138.5	Q14766.4	27.586	377	195	14	296	626	1368	1712	6.75e-22	108	2962	1721
>NM_000138.5	Q14766.4	29.553	291	152	9	2337	2578	1423	1709	1.59e-19	100	2962	1721
>NM_000138.5	Q14766.4	34.821	112	53	3	2694	2785	869	980	5.29e-07	59.3	2962	1721
>NM_000138.5	Q14766.4	37.168	113	62	5	2428	2534	557	666	3.81e-06	56.6	2962	1721
>NM_000138.5	Q14766.4	33.010	103	66	3	2148	2248	555	656	1.05e-04	52.0	2962	1721
>NM_000138.5	Q14766.4	35.714	84	51	2	1989	2069	1629	1712	4.48e-04	49.7	2962	1721
>NM_000138.5	Q14766.4	30.357	112	72	3	109	219	129	235	7.11e-04	49.3	2962	1721
>NM_000138.5	Q14766.4	36.842	57	35	1	1925	1981	611	666	0.013	45.1	2962	1721
>NM_000138.5	Q14766.4	40.000	90	39	6	238	316	633	718	0.053	43.1	2962	1721
>NM_000138.5	Q14766.4	34.884	86	51	2	2075	2155	1631	1716	0.065	42.7	2962	1721
>NM_000138.5	Q14766.4	47.826	46	22	2	1967	2011	612	656	0.39	40.0	2962	1721
>NM_000138.5	Q14766.4	32.812	64	40	1	1845	1905	1650	1713	1.9	37.7	2962	1721
>NM_000138.5	Q14766.4	24.528	212	141	6	63	269	22	219	7.0	36.2	2962	1721
>NM_000138.5	Q00918.1	32.660	1139	596	40	896	1930	616	1687	9.85e-131	458	2962	1712
>NM_000138.5	Q00918.1	30.323	1207	624	45	689	1785	604	1703	8.33e-106	381	2962	1712
>NM_000138.5	Q00918.1	33.562	873	464	31	1931	2728	856	1687	3.09e-102	370	2962	1712
>NM_000138.5	Q00918.1	29.248	1183	642	45	342	1373	562	1700	3.99e-99	360	2962	1712
>NM_000138.5	Q00918.1	27.917	1200	526	52	273	1192	547	1687	2.21e-86	319	2962	1712
>NM_000138.5	Q00918.1	34.357	684	381	23	1663	2303	841	1499	3.62e-83	309	2962	1712
>NM_000138.5	Q00918.1	30.505	931	461	33	1494	2336	864	1696	6.21e-81	301	2962	1712
>NM_000138.5	Q00918.1	29.517	786	445	25	2006	2765	603	1305	8.85e-65	249	2962	1712
>NM_000138.5	Q00918.1	29.335	917	475	32	789	1584	840	1704	3.04e-63	244	2962	1712
>NM_000138.5	Q00918.1	30.465	709	384	27	2104	2778	865	1498	1.14e-53	213	2962	1712
>NM_000138.5	Q00918.1	38.676	287	165	10	2489	2769	861	1142	5.49e-36	154	2962	1712
>NM_000138.5	Q00918.1	28.667	450	269	14	2362	2778	599	1029	2.52e-35	152	2962	1712
>NM_000138.5	Q00918.1	28.954	373	195	16	296	626	1359	1703	1.49e-22	110	2962	1712
>NM_000138.5	Q00918.1	29.897	291	151	9	2337	2578	1414	1700	5.92e-20	102	2962	1712
>NM_000138.5	Q00918.1	25.113	442	252	15	22	422	751	1154	6.86e-14	82.0	2962	1712
>NM_000138.5	Q00918.1	38.931	131	68	3	1562	1686	603	727	8.33e-14	82.0	2962	1712
>NM_000138.5	Q00918.1	28.169	213	110	10	1647	1856	566	738	1.17e-10	71.6	2962	1712
>NM_000138.5	Q00918.1	28.324	173	113	6	992	1160	493	658	4.89e-09	66.2	2962	1712
>NM_000138.5	Q00918.1	39.560	91	46	4	588	675	1620	1704	2.21e-06	57.4	2962	1712
>NM_000138.5	Q00918.1	36.842	114	61	6	2428	2534	549	658	5.16e-06	56.2	2962	1712
>NM_000138.5	Q00918.1	35.714	84	51	2	1989	2069	1620	1703	1.98e-04	50.8	2962	1712
>NM_000138.5	Q00918.1	28.571	161	92	6	57	208	72	218	4.99e-04	49.7	2962	1712
>NM_000138.5	Q00918.1	32.039	103	67	3	2148	2248	547	648	5.71e-04	49.7	2962	1712
>NM_000138.5	Q00918.1	32.967	91	57	4	1799	1888	561	648	0.027	43.9	2962	1712
>NM_000138.5	Q00918.1	35.802	81	47	2	2075	2150	1622	1702	0.067	42.7	2962	1712
>NM_000138.5	Q00918.1	38.889	90	40	6	238	316	625	710	0.089	42.4	2962	1712
>NM_000138.5	Q00918.1	35.088	57	36	1	1925	1981	603	658	0.15	41.6	2962	1712
>NM_000138.5	Q00918.1	47.826	46	22	2	1967	2011	604	648	0.17	41.2	2962	1712
>NM_000138.5	Q00918.1	36.250	80	46	3	2630	2704	1625	1704	0.23	40.8	2962	1712
>NM_000138.5	Q00918.1	32.812	64	40	1	1845	1905	1641	1704	0.58	39.7	2962	1712
>NM_000138.5	Q8CG19.2	30.828	1171	632	39	924	1930	531	1687	1.29e-130	458	2962	1712
>NM_000138.5	Q8CG19.2	31.993	1169	631	42	896	1984	616	1700	3.73e-127	447	2962	1712
>NM_000138.5	Q8CG19.2	30.572	1207	621	45	689	1785	604	1703	8.55e-106	381	2962	1712
>NM_000138.5	Q8CG19.2	29.686	1179	642	44	342	1373	562	1700	1.52e-101	367	2962	1712
>NM_000138.5	Q8CG19.2	33.677	873	463	32	1931	2728	856	1687	1.94e-101	367	2962	1712
>NM_000138.5	Q8CG19.2	32.597	724	352	26	2054	2724	844	1484	2.67e-65	251	2962	1712
>NM_000138.5	Q8CG19.2	29.553	917	473	32	789	1584	840	1704	1.34e-63	245	2962	1712
>NM_000138.5	Q8CG19.2	29.367	790	441	26	2006	2765	603	1305	1.43e-63	245	2962	1712
>NM_000138.5	Q8CG19.2	28.743	835	381	31	1684	2336	894	1696	3.05e-54	214	2962	1712
>NM_000138.5	Q8CG19.2	29.420	707	394	26	2104	2778	865	1498	1.90e-51	205	2962	1712
>NM_000138.5	Q8CG19.2	28.855	454	263	16	2362	2778	599	1029	3.63e-35	152	2962	1712
>NM_000138.5	Q8CG19.2	39.600	250	137	11	2528	2769	858	1101	7.36e-29	131	2962	1712
>NM_000138.5	Q8CG19.2	28.686	373	196	16	296	626	1359	1703	8.81e-22	108	2962	1712
>NM_000138.5	Q8CG19.2	30.241	291	150	9	2337	2578	1414	1700	5.77e-20	102	2962	1712
>NM_000138.5	Q8CG19.2	27.457	346	149	11	322	606	1180	1484	4.09e-17	92.8	2962	1712
>NM_000138.5	Q8CG19.2	42.453	106	53	2	337	438	865	966	5.61e-14	82.4	2962	1712
>NM_000138.5	Q8CG19.2	29.618	314	151	13	147	422	873	1154	2.61e-13	80.1	2962	1712
>NM_000138.5	Q8CG19.2	36.496	137	74	5	322	454	1097	1224	6.44e-12	75.9	2962	1712
>NM_000138.5	Q8CG19.2	36.842	114	61	6	2428	2534	549	658	5.38e-06	56.2	2962	1712
>NM_000138.5	Q8CG19.2	35.714	84	51	2	1989	2069	1620	1703	1.98e-04	50.8	2962	1712
>NM_000138.5	Q8CG19.2	32.039	103	67	3	2148	2248	547	648	6.31e-04	49.3	2962	1712
>NM_000138.5	Q8CG19.2	36.275	102	57	5	760	855	559	658	8.06e-04	48.9	2962	1712
>NM_000138.5	Q8CG19.2	27.632	152	92	5	61	208	81	218	0.002	47.8	2962	1712
>NM_000138.5	Q8CG19.2	38.462	78	43	2	2075	2147	1622	1699	0.043	43.1	2962	1712
>NM_000138.5	Q8CG19.2	38.889	90	40	6	238	316	625	710	0.14	41.6	2962	1712
>NM_000138.5	Q8CG19.2	35.088	57	36	1	1925	1981	603	658	0.16	41.6	2962	1712
>NM_000138.5	Q8CG19.2	47.826	46	22	2	1967	2011	604	648	0.18	41.2	2962	1712
>NM_000138.5	Q8CG19.2	36.250	80	46	3	2630	2704	1625	1704	0.22	40.8	2962	1712
>NM_000138.5	Q8CG19.2	32.812	64	40	1	1845	1905	1641	1704	0.42	40.0	2962	1712
>NM_000138.5	Q8CG19.2	32.051	78	49	1	2697	2770	1611	1688	5.3	36.6	2962	1712
>NM_000138.5	O35806.1	30.838	1229	639	45	883	1971	594	1751	1.33e-125	443	2962	1764
>NM_000138.5	O35806.1	27.976	1344	712	58	275	1489	538	1754	1.21e-88	327	2962	1764
>NM_000138.5	O35806.1	30.465	860	449	28	550	1287	929	1761	1.30e-80	301	2962	1764
>NM_000138.5	O35806.1	34.417	738	380	29	1949	2612	844	1551	1.41e-79	297	2962	1764
>NM_000138.5	O35806.1	33.380	722	387	24	1588	2283	846	1499	1.22e-74	281	2962	1764
>NM_000138.5	O35806.1	29.559	998	499	35	1455	2328	835	1752	2.11e-74	280	2962	1764
>NM_000138.5	O35806.1	30.348	1005	497	44	1748	2647	845	1751	6.65e-74	279	2962	1764
>NM_000138.5	O35806.1	31.056	805	433	36	1999	2738	586	1333	1.74e-62	241	2962	1764
>NM_000138.5	O35806.1	30.279	753	332	29	2022	2656	835	1512	9.89e-58	226	2962	1764
>NM_000138.5	O35806.1	32.555	642	326	28	2218	2789	920	1524	1.49e-55	219	2962	1764
>NM_000138.5	O35806.1	32.289	415	199	16	262	610	1353	1751	3.19e-36	155	2962	1764
>NM_000138.5	O35806.1	28.309	544	288	21	2269	2769	546	1030	3.61e-32	142	2962	1764
>NM_000138.5	O35806.1	31.805	349	186	13	2476	2775	816	1161	2.73e-28	129	2962	1764
>NM_000138.5	O35806.1	31.839	223	96	9	1623	1839	538	710	7.43e-17	92.0	2962	1764
>NM_000138.5	O35806.1	38.636	132	66	5	1562	1686	593	716	2.19e-13	80.5	2962	1764
>NM_000138.5	O35806.1	42.202	109	59	3	2672	2777	851	958	8.27e-12	75.5	2962	1764
>NM_000138.5	O35806.1	43.590	78	41	2	1338	1412	1684	1761	1.65e-08	64.3	2962	1764
>NM_000138.5	O35806.1	29.787	141	84	5	1046	1180	537	668	3.58e-06	56.6	2962	1764
>NM_000138.5	O35806.1	41.463	82	43	3	2491	2568	1674	1754	4.88e-06	56.2	2962	1764
>NM_000138.5	O35806.1	38.158	76	43	1	1257	1328	1686	1761	1.24e-05	55.1	2962	1764
>NM_000138.5	O35806.1	41.429	70	36	2	128	196	141	206	3.67e-04	50.1	2962	1764
>NM_000138.5	O35806.1	38.462	78	44	1	1539	1612	1678	1755	5.09e-04	49.7	2962	1764
>NM_000138.5	O35806.1	40.278	72	40	2	1989	2057	1684	1755	5.45e-04	49.7	2962	1764
>NM_000138.5	O35806.1	32.558	86	54	2	337	419	1676	1760	5.54e-04	49.7	2962	1764
>NM_000138.5	O35806.1	36.905	84	48	2	1699	1778	1678	1760	6.55e-04	49.3	2962	1764
>NM_000138.5	O35806.1	42.188	64	32	2	2630	2688	1689	1752	0.007	45.8	2962	1764
>NM_000138.5	O35806.1	31.818	110	71	1	2231	2336	538	647	0.007	45.8	2962	1764
>NM_000138.5	O35806.1	38.571	70	40	1	2356	2422	1691	1760	0.007	45.8	2962	1764
>NM_000138.5	O35806.1	31.356	118	63	6	2428	2534	538	648	0.010	45.4	2962	1764
>NM_000138.5	O35806.1	33.028	109	61	5	2149	2250	537	640	0.013	45.1	2962	1764
>NM_000138.5	O35806.1	36.364	88	51	3	2697	2779	1675	1762	0.020	44.3	2962	1764
>NM_000138.5	O35806.1	35.443	79	46	2	2658	2731	1676	1754	0.032	43.9	2962	1764
>NM_000138.5	O35806.1	33.735	83	47	3	2217	2291	1675	1757	0.034	43.5	2962	1764
>NM_000138.5	O35806.1	38.596	57	33	2	1876	1932	586	640	0.21	41.2	2962	1764
>NM_000138.5	O35806.1	29.825	57	39	1	1925	1981	593	648	0.84	38.9	2962	1764
>NM_000138.5	O35806.1	48.571	35	18	0	235	269	179	213	5.6	36.2	2962	1764
>NM_000138.5	Q8K4G1.2	33.715	1047	524	37	1119	2016	630	1655	1.67e-119	423	2962	1666
>NM_000138.5	Q8K4G1.2	33.857	892	513	27	1091	1961	563	1398	3.21e-102	369	2962	1666
>NM_000138.5	Q8K4G1.2	32.517	858	424	29	1499	2284	592	1366	2.43e-94	344	2962	1666
>NM_000138.5	Q8K4G1.2	34.686	813	398	28	1844	2574	617	1378	2.97e-94	344	2962	1666
>NM_000138.5	Q8K4G1.2	30.500	1141	627	41	1303	2371	604	1650	1.47e-90	332	2962	1666
>NM_000138.5	Q8K4G1.2	29.313	1136	527	39	275	1189	286	1366	4.21e-88	324	2962	1666
